Estado 	 -1.0	0.0	1.0	
1	-239.00285315620317 	 -142.2524740082474 	 8.573386422790083 	 
2	-103.96754482790968 	 -105.29397747999269 	 15.956544312074293 	 
3	279.1538201016426 	 -168.1568397447853 	 -152.63274445673537 	 
4	50.705343581234644 	 -486.7717659419266 	 -493.1749655665409 	 
5	-1242.058624800514 	 -1557.5777734548967 	 -251.1967894785198 	 
6	-519.3500625205872 	 -1166.254973393645 	 485.89674025514387 	 
7	-1034.9339061794562 	 -1240.1902628124287 	 367.63277447720816 	 
8	-957.65589693047 	 -943.4566170427144 	 -20.85180778019078 	 
9	-1922.6205859397419 	 -792.2641333420979 	 9528.37202024057 	 
10	-1292.4032346106492 	 -614.9674504379055 	 1280.5900218707923 	 
11	-46.64480158614675 	 92.4058284305585 	 -45.415727329217184 	 
12	109.96308315866224 	 -23.630230779103993 	 281.3399547372344 	 
13	1093.3836546404445 	 128.27919920772771 	 13.186870639544878 	 
14	872.6024313122246 	 43.61254926781333 	 31.772548050043408 	 
15	3196.8891087311204 	 107.15940680803881 	 35.138447124567115 	 
16	560.8990577294792 	 1249.4878096410584 	 689.3076494529937 	 
17	314.7267480550595 	 572.4042806836808 	 1786.2847058474126 	 
18	294.6127878547548 	 5151.8015032037565 	 1450.0693377288017 	 
19	-5839.4236379758795 	 3913.754367162842 	 1542.3966625679705 	 
20	-1951.207789079218 	 1656.0941826267324 	 3283.472714743989 	 
21	-1.0 	 610.1106890884706 	 -1.0 	 
